MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Price
1.54127252472984,52.0,2.411918654966107,1.0358857855625752,23.62202362203543,1.5962284314844952,3.413
1.4004189081537881,52.0,2.5063625599368664,1.0397504898200727,23.769728648009426,1.4769790727925638,3.422
1.4174550916272084,52.0,2.182122368495425,1.0505365024620426,20.322401432901575,1.4628384644440393,2.697
1.3830681160886042,52.0,2.2207896376707974,0.9753778076746877,33.075670817082454,1.4589052982495816,2.992
1.2009825887864582,42.0,2.072225288683357,1.0571882797418488,34.72751070837067,1.423689136118739,2.267
1.3860914808783915,52.0,2.229481606852615,0.9950859653474028,39.382737335030434,1.4738619024735746,2.611
1.3378044134300644,52.0,2.3404298622899398,1.0390389742688921,30.166206257996713,1.504553618865011,2.815
1.344787112160888,52.0,2.1846005502225565,1.0121873150573182,38.781438859330635,1.4314490286160684,2.418
1.3242234674234625,52.0,2.3070868151522976,1.0063898413738648,33.13608305156178,1.5317159809030676,2.135
1.2787160258937773,52.0,2.0,1.0477123409721236,18.57417562100671,1.408104619937615,1.913
1.1766262571519102,52.0,2.0646799330178154,1.004827059426068,34.813790371058424,1.3981554669196912,1.592
1.207368201383209,50.0,2.059714602177749,1.0353596944877161,26.40075756488817,1.6248543058229914,1.4
1.2906715790222423,52.0,2.4371247484022898,1.0238839624586666,28.160255680657446,1.5478276366408648,1.525
1.2066858151641364,52.0,2.013158036649893,0.9833599034280212,25.45584412271571,1.4624000346642976,1.555
1.1878819085943244,50.0,2.3116391192530674,1.0420743036920517,31.464265445104548,1.5371299543044654,1.587
1.2702261655820464,52.0,2.337831162734928,1.04097856060361,26.267851073127396,1.5840110192454184,1.629
1.1441185504257483,42.0,2.1161621101661217,1.0013651883489652,30.479501308256342,1.593189055360417,1.598
1.1460333998869185,52.0,2.257484066305548,1.063860499868247,31.85906464414798,1.4571996988549978,1.139
1.2151894822138003,52.0,2.2790011307250713,1.0182941995921793,29.206163733020468,1.6200664753692624,0.997
1.2698234324738658,52.0,2.2956790237519678,1.0176173267474775,31.71750305430741,1.5439838910831196,1.326
1.2451583425916202,41.0,2.1203297666466248,1.0166678146662023,17.804493814764857,1.6321352720343028,1.075
1.2523350489038179,49.0,2.174404165007818,1.0104061075092778,24.63736998950984,1.5936589829618177,0.938
1.1595770371638656,52.0,2.1865169615563937,1.0297831813074916,33.19638534539566,1.6660788216043347,1.055
1.1320607525605961,50.0,2.0980208130340103,1.0198868237174108,33.63034344160047,1.5463248389001507,1.089
1.1397535284773888,52.0,2.168692188036747,1.016001016001524,19.87460691435179,1.596366842794661,1.32
1.1782649630299873,49.0,2.2513958045583786,1.0874464044446892,29.376861643136763,1.510982720969629,1.223
1.1834422722839337,52.0,2.2095443348800345,1.0443672475933956,34.17601498127012,1.6274292848223868,1.152
1.2854423152447558,51.0,2.229801543943571,1.034840819830789,35.4682957019364,1.5319970383042958,1.097
1.3658242239094176,52.0,2.181119334974145,1.0334220652998192,26.248809496813376,1.493242600109966,1.914
1.2685761923380503,52.0,1.869292078184471,1.0135575220848163,37.107950630558946,1.4065732387124636,1.76
1.2034859382622058,52.0,2.0530927581134084,1.0299317907856258,30.757112998459398,1.5475583054802036,1.554
1.4110474820958794,52.0,2.190429135575903,1.0100505037878156,21.61018278497431,1.535768816777401,1.888
1.317442786526602,52.0,2.2230116558214013,1.032021556533915,25.69046515733026,1.503420757008077,1.844
1.19305333824295,50.0,1.923709410159664,1.0291795403697983,24.819347291981714,1.4234871932945812,1.425
1.1075109990079495,43.0,2.1423539832811453,1.0584862400584716,32.57299494980466,1.6145834158938976,0.938
1.1264008791529896,52.0,2.2408612691257375,1.0042826748416624,26.476404589747453,1.734526935791752,0.875
1.1077317726656817,52.0,2.186303451015613,1.0544994603929922,24.939927826679853,1.5496917117750877,0.875
